text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic,session_id
Um.,student,1,0,,,,امم.,امم.,1,0.0,False,23
"Okay.  So, then, if I – hold on just a second, honey.  If I fold this, this way, isn’t this gonna look like this? Isn’t this gonna come down?  Yeah, I’m gonna fold this here.",teacher,35,0,,,0.0,حسناً إذاً، إذاً إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً...,حسنا اذا، اذا اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا، اذا...,138,0.0,False,23
Oh.,student,1,0,,,,-أوه .,-اوه .,1,0.0,False,23
"Just be at the desk, please, and stay away from that table. It’s broken.  It’s okay.  Just leave it like that, please. Okay.  So, if I fold it, can you see that that wouldn’t be symmetrical?  It would not be the same, ’cause this would come down here.",teacher,48,1,,,0.0,فقط كن على الطاولة، رجاءً، وابتعد عن تلك الطاولة. إنها مكسورة. لا بأس. فقط اتركها هكذا، رجاءً. حسناً. إذاً، إذا قمت بتثبيتها، هل ترى أن هذا لن يكون متماثلًا؟ لن يكون هو نفسه، لأن هذا سينزل هنا.,فقط كن علي الطاوله، رجاء، وابتعد عن تلك الطاوله. انها مكسوره. لا باس. فقط اتركها هكذا، رجاء. حسنا. اذا، اذا قمت بتثبيتها، هل تري ان هذا لن يكون متماثلا؟ لن يكون هو نفسه، لان هذا سينزل هنا.,37,0.0,False,23
Yeah.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"All right.  And what about, Student M, since you’re here, what about E?  Do you think E has more than one line of symmetry?",teacher,24,2,,,1.0,حسناً، وماذا عن الطالب M، بما أنك هنا، ماذا عن E؟ هل تعتقد أن E لديها أكثر من خط واحد من التناظر؟,حسنا، وماذا عن الطالب M، بما انك هنا، ماذا عن E؟ هل تعتقد ان E لديها اكثر من خط واحد من التناظر؟,21,0.0454545454545454,True,23
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"Or does it have any lines of symmetry?  Okay.  So, everybody, any more lines of symmetry there?",teacher,17,4,,,1.0,حسناً، الجميع، هل هناك مزيد من خطوط التناظر هناك؟,حسنا، الجميع، هل هناك مزيد من خطوط التناظر هناك؟,9,0.0,False,23
Yeah.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False,23
"Where would that be, Student S?  Come up, quickly.  Thank you, Student M.  What other line of symmetry would it have? Excellent.  So, if it has that line of symmetry, does it have another one?",teacher,35,4,,,1.0,أين سيكون ذلك، الطالب S؟ تعال، بسرعة. شكراً، الطالب M. ما خط التناظر الآخر سيكون له؟ ممتاز. إذاً، إذا كان لديه هذا الخط التناظر، فهل لديه خط آخر؟,اين سيكون ذلك، الطالب S؟ تعال، بسرعه. شكرا، الطالب M. ما خط التناظر الاخر سيكون له؟ ممتاز. اذا، اذا كان لديه هذا الخط التناظر، فهل لديه خط اخر؟,27,0.0714285714285714,True,23
That’s what I was drawing.,student,5,0,,,,هذا ما كنت ارسمه,هذا ما كنت ارسمه,4,0.0,False,23
"Very good, on the diagonal.  Well done. Okay.  So, let’s go back and look at our question one more time.  “Which figure below has only one line of symmetry?” What is it asking?  And which one is my answer?  Student A, what did it ask for?",teacher,46,3,0.0,,0.0,جيد جداً على الشاشة. جيد جداً. حسناً. لذا، دعونا نعود ونلقي نظرة على سؤالنا مرة أخرى.,جيد جدا علي الشاشه. جيد جدا. حسنا. لذا، دعونا نعود ونلقي نظره علي سؤالنا مره اخري.,16,0.0,False,23
They’re asking which shape only has one line of symmetry.,student,10,2,,0.0,,إنهم يسألون أي شكل لديه خط واحد فقط من التناظر,انهم يسالون اي شكل لديه خط واحد فقط من التناظر,10,0.1,True,23
Right.  And what was our answer?,teacher,6,0,0.0,,0.0,صحيح، وكيف كانت إجابتنا؟,صحيح، وكيف كانت اجابتنا؟,4,0.0,False,23
H.,student,1,0,,,,(إتش),(اتش),1,0.0,False,23
"H, excellent.  Okay, guys.  Please, Student A, can you put this overhead away for me, please? All right.  We’re gonna begin on our math investigations now. Thank you.  Thanks.  You can put that away now.  Now, we’re doing the math now, please. All right, everyone, as soon as you’re seated, I’ll tell you what we’re gonna do today.  Thank you. Thanks.  All right, everybody, so I’m gonna ask you to put your pencils down, sit up in good listening position.  Show me your best attention, ’cause we’re starting something new.  Student D, don’t be distracted, okay? All right, everybody, so, for the next few days, we’re gonna solving multiplication problems that are related to each other.  We’re gonna call these multiplication cluster problems. So, we know what multiplication is.  Oh, wrong, [inaudible] I’m sorry. Cluster problems.  So, if something’s a cluster, it means that they’re clustered together or they’re kind of in a bunch or in a group.  All right?  So, you might have a cluster of grapes.  You might have a cluster of children all huddled together. So, it’s kind of when things are all grouped together.  So, that’s a cluster.  Repeat the word cluster after me.",teacher,198,3,,,0.0,H، ممتاز. حسناً، يا رفاق. من فضلك، الطالب A، هل يمكن أن تضع هذه الرسوم العلوية بعيداً من أجلي، من فضلك؟ حسناً. سنبدأ في تحقيقات الرياضيات الآن. شكراً. شكراً. يمكنك أن تضع ذلك بعيداً الآن. الآن، نحن نقوم بالرياضيات الآن، من فضلك. حسناً، الجميع، بمجرد أن تجلسوا، سأخبركم بما سنفعله اليوم. شكراً. شكراً.,H، ممتاز. حسنا، يا رفاق. من فضلك، الطالب A، هل يمكن ان تضع هذه الرسوم العلويه بعيدا من اجلي، من فضلك؟ حسنا. سنبدا في تحقيقات الرياضيات الان. شكرا. شكرا. يمكنك ان تضع ذلك بعيدا الان. الان، نحن نقوم بالرياضيات الان، من فضلك. حسنا، الجميع، بمجرد ان تجلسوا، ساخبركم بما سنفعله اليوم. شكرا. شكرا.,53,0.0,False,23
Cluster.,multiple students,1,0,,,,المجموعة.,المجموعه.,1,0.0,False,23
"Cluster.  All right.  So, today, I want you to think about this final problem is this is the final problem.  Which one of these would actually help me to solve that?  Just think about it.  Don’t raise your hand until you’re ready, until you know for sure, which one might help you.  Can anybody see anything up there that would actually help them to solve 13 times 8?  Student K?",teacher,70,0,,,1.0,حسناً، اليوم، أريدكم أن تفكروا في هذه المشكلة النهائية هي هذه المشكلة النهائية. أي من هذه المشكلة ستساعدني في حلها؟ فكروا في ذلك فقط. لا ترفعوا أيديكم حتى تكونوا مستعدين، حتى تعرفوا بالتأكيد، أي من هذه المشكلة قد تساعدكم. هل يمكن لأي شخص أن يرى شيئاً هناك من شأنه أن يساعدهم في حل 13 × 8؟ الطالب ك؟,حسنا، اليوم، اريدكم ان تفكروا في هذه المشكله النهائيه هي هذه المشكله النهائيه. اي من هذه المشكله ستساعدني في حلها؟ فكروا في ذلك فقط. لا ترفعوا ايديكم حتي تكونوا مستعدين، حتي تعرفوا بالتاكيد، اي من هذه المشكله قد تساعدكم. هل يمكن لاي شخص ان يري شيئا هناك من شانه ان يساعدهم في حل 13 × 8؟ الطالب ك؟,56,0.0172413793103448,True,23
13 times 4.,student,3,0,,,,13 × 4,13 × 4,0,0.0,False,23
Why would 13 times 4 help you?,teacher,7,0,,,1.0,لماذا يساعدك 13 × 4؟,لماذا يساعدك 13 × 4؟,3,0.0,False,23
"Because, maybe, people don’t know 13 times 8, because of such high numbers, ’cause they could solve like the product of like a huge number.",student,25,1,,1.0,,لأن، ربما، الناس لا يعرفون 13 × 8 بسبب مثل هذه الأرقام العالية، لأنها يمكن أن تحل مثل ناتج من مثل عدد ضخم.,لان، ربما، الناس لا يعرفون 13 × 8 بسبب مثل هذه الارقام العاليه، لانها يمكن ان تحل مثل ناتج من مثل عدد ضخم.,20,0.0434782608695652,True,23
